,date,open,high,low,close,volume,average,barCount
0,2013-10-21,43.45,43.99,42.3,43.98,1260300.0,43.726,9205
1,2013-10-22,44.11,44.23,43.44,43.89,2131200.0,43.828,14537
2,2013-10-23,43.38,43.83,43.34,43.59,1630700.0,43.568,10217
3,2013-10-24,44.05,44.68,43.92,44.61,2362700.0,44.34,16095
4,2013-10-25,44.75,44.75,44.25,44.49,1277000.0,44.412,10106
5,2013-10-28,44.05,44.37,43.77,44.1,2217200.0,44.067,16188
6,2013-10-29,44.37,44.63,44.06,44.61,2107900.0,44.438,11923
7,2013-10-30,44.59,44.72,44.01,44.2,1741300.0,44.299,12735
8,2013-10-31,44.65,45.91,44.09,45.08,4207700.0,45.327,24032
9,2013-11-01,45.22,45.77,45.13,45.71,2370800.0,45.511,17558
10,2013-11-04,45.59,46.02,45.36,45.99,2387100.0,45.837,17353
11,2013-11-05,45.62,45.97,45.44,45.85,1981200.0,45.824,13310
12,2013-11-06,45.95,46.52,45.93,46.34,2619300.0,46.145,12610
13,2013-11-07,46.42,46.42,45.39,45.43,2260200.0,45.713,17764
14,2013-11-08,45.41,46.12,45.37,46.12,1915700.0,45.878,13918
15,2013-11-11,45.97,46.49,45.67,46.1,2240200.0,46.071,13630
16,2013-11-12,47.04,47.16,46.28,46.43,3042400.0,46.503,22392
17,2013-11-13,46.27,46.71,46.17,46.68,2414300.0,46.483,19227
18,2013-11-14,46.6,46.98,46.46,46.94,2172000.0,46.765,16964
19,2013-11-15,46.95,47.58,46.95,47.02,5243800.0,47.289,31028
20,2013-11-18,47.01,47.3,46.78,46.98,2768800.0,47.056,18851
21,2013-11-19,46.84,46.89,46.02,46.33,2261900.0,46.411,17106
22,2013-11-20,46.52,46.75,46.03,46.26,1847500.0,46.413,13569
23,2013-11-21,46.49,47.13,46.27,46.91,1795100.0,46.854,13325
24,2013-11-22,47.03,47.17,46.81,46.92,2198700.0,46.982,14708
25,2013-11-25,46.83,47.05,46.53,46.63,1827300.0,46.718,12788
26,2013-11-26,46.73,47.34,46.46,47.18,1816700.0,47.083,12493
27,2013-11-27,47.2,47.3,46.88,46.93,1551000.0,47.007,9648
28,2013-11-29,47.12,47.17,46.86,47.02,1231800.0,46.993,7507
29,2013-12-02,47.0,47.02,46.37,46.5,2017900.0,46.682,13948
30,2013-12-03,46.08,46.5,45.85,46.02,3193300.0,46.142,20084
31,2013-12-04,45.44,46.18,45.25,45.91,2037900.0,45.748,16088
32,2013-12-05,45.92,46.07,45.57,45.62,1732000.0,45.742,11911
33,2013-12-06,46.64,46.7,45.96,46.23,1825600.0,46.198,11739
34,2013-12-09,46.46,46.89,46.42,46.56,1582900.0,46.645,12383
35,2013-12-10,46.6,46.73,46.45,46.57,1953000.0,46.601,14361
36,2013-12-11,46.45,46.56,45.85,46.01,2555600.0,46.144,19788
37,2013-12-12,45.92,46.34,45.83,46.02,1919900.0,46.089,15619
38,2013-12-13,46.35,46.69,46.0,46.57,2038400.0,46.524,15403
39,2013-12-16,46.73,47.46,46.61,47.09,2690200.0,47.087,17286
40,2013-12-17,46.95,47.15,46.42,46.84,1883000.0,46.852,15437
41,2013-12-18,46.88,47.9,46.52,47.87,2076900.0,47.255,15914
