,date,open,high,low,close,volume,average,barCount
0,2024-10-10 09:30:00-04:00,124.75,125.2,124.75,125.05,6784.0,124.808,12
1,2024-10-10 09:45:00-04:00,125.24,125.53,125.01,125.01,8032.0,125.319,65
2,2024-10-10 10:00:00-04:00,124.97,125.25,124.84,124.84,5894.0,125.1,48
3,2024-10-10 10:15:00-04:00,124.88,125.02,124.7,124.72,3056.0,124.833,29
4,2024-10-10 10:30:00-04:00,124.73,125.01,124.73,124.81,2476.0,124.771,14
5,2024-10-10 10:45:00-04:00,124.89,124.89,124.65,124.79,4122.0,124.762,25
6,2024-10-10 11:00:00-04:00,124.77,124.88,124.7,124.88,1022.0,124.781,10
7,2024-10-10 11:15:00-04:00,124.88,124.88,124.53,124.54,3708.0,124.707,34
8,2024-10-10 11:30:00-04:00,124.55,124.55,124.3,124.53,4357.0,124.399,17
9,2024-10-10 11:45:00-04:00,124.44,124.49,124.33,124.33,983.0,124.399,9
10,2024-10-10 12:00:00-04:00,124.28,124.56,124.28,124.56,2654.0,124.42,20
11,2024-10-10 12:15:00-04:00,124.56,124.63,124.53,124.62,1479.0,124.587,13
12,2024-10-10 12:30:00-04:00,124.67,124.72,124.22,124.22,3445.0,124.601,16
13,2024-10-10 12:45:00-04:00,124.23,124.23,123.96,123.96,7613.0,124.035,28
14,2024-10-10 13:00:00-04:00,123.88,123.95,123.81,123.92,2715.0,123.887,26
15,2024-10-10 13:15:00-04:00,123.96,124.04,123.96,123.98,1905.0,124.0,19
16,2024-10-10 13:30:00-04:00,124.11,124.26,124.06,124.24,2900.0,124.14,23
17,2024-10-10 13:45:00-04:00,124.26,124.31,124.12,124.22,4516.0,124.198,37
18,2024-10-10 14:00:00-04:00,124.07,124.11,124.05,124.05,2492.0,124.078,19
19,2024-10-10 14:15:00-04:00,124.08,124.09,124.0,124.0,3734.0,124.062,29
20,2024-10-10 14:30:00-04:00,123.93,123.96,123.82,123.9,3476.0,123.896,32
21,2024-10-10 14:45:00-04:00,123.86,123.95,123.73,123.77,7158.0,123.844,53
22,2024-10-10 15:00:00-04:00,123.78,123.86,123.76,123.84,3273.0,123.807,28
23,2024-10-10 15:15:00-04:00,123.84,123.97,123.82,123.92,7658.0,123.899,62
24,2024-10-10 15:30:00-04:00,123.95,124.0,123.85,123.95,14143.0,123.922,127
25,2024-10-10 15:45:00-04:00,123.93,123.96,123.59,123.67,125306.0,123.773,896
26,2024-10-11 09:30:00-04:00,124.13,124.42,124.01,124.12,14078.0,124.143,54
27,2024-10-11 09:45:00-04:00,124.16,124.22,123.92,124.2,9894.0,124.085,93
28,2024-10-11 10:00:00-04:00,124.21,124.58,124.15,124.58,8057.0,124.38,65
29,2024-10-11 10:15:00-04:00,124.58,124.94,124.58,124.89,4469.0,124.782,39
30,2024-10-11 10:30:00-04:00,124.75,124.82,124.46,124.46,5856.0,124.665,40
31,2024-10-11 10:45:00-04:00,124.52,124.84,124.48,124.72,10733.0,124.665,54
32,2024-10-11 11:00:00-04:00,124.71,124.86,124.64,124.83,6693.0,124.763,53
33,2024-10-11 11:15:00-04:00,124.83,124.98,124.82,124.82,4591.0,124.905,42
34,2024-10-11 11:30:00-04:00,124.87,125.06,124.77,125.02,10770.0,124.943,48
35,2024-10-11 11:45:00-04:00,125.0,125.02,124.86,124.93,3592.0,124.935,29
36,2024-10-11 12:00:00-04:00,125.05,125.14,125.04,125.1,4060.0,125.091,25
37,2024-10-11 12:15:00-04:00,125.08,125.18,125.03,125.03,4336.0,125.125,35
38,2024-10-11 12:30:00-04:00,125.09,125.21,125.07,125.1,7056.0,125.126,28
39,2024-10-11 12:45:00-04:00,125.13,125.2,125.09,125.13,4071.0,125.142,32
40,2024-10-11 13:00:00-04:00,125.14,125.2,124.89,125.03,6747.0,125.037,43
41,2024-10-11 13:15:00-04:00,125.0,125.01,124.89,124.95,4507.0,124.951,28
42,2024-10-11 13:30:00-04:00,124.95,124.96,124.77,124.89,9478.0,124.896,49
43,2024-10-11 13:45:00-04:00,124.89,124.89,124.78,124.8,6546.0,124.833,41
